Customer_ID,Customer_Name,Age,Gender,City,State,Employment_Type,Annual_Income,Credit_Score,Customer_Since
C100093,Customer_100093,47,Male,Noida,Uttar Pradesh,Salaried,666000.0,704,2025-11-09
C100094,Customer_100094,31,Female,Chennai,Tamil Nadu,Salaried,577000.0,748,2025-09-19
C100095,Customer_100095,57,Female,Noida,Uttar Pradesh,Salaried,993000.0,635,2026-01-21
C100096,Customer_100096,58,Female,Hyderabad,Telangana,Salaried,1323000.0,737,2023-07-28
C100097,Customer_100097,64,Male,Bengaluru,Karnataka,Business Owner,457000.0,671,2022-06-16
C100098,Customer_100098,28,Female,Jaipur,Rajasthan,Salaried,2172000.0,806,2017-12-29
C100099,Customer_100099,49,Male,Ahmedabad,Gujarat,Salaried,585000.0,725,2022-07-09
C100100,Customer_100100,65,Male,Mumbai,Maharashtra,Salaried,994000.0,763,2023-09-19
C100101,Customer_100101,57,Female,Gurugram,Haryana,Salaried,851000.0,737,2020-11-29
C100102,Customer_100102,31,Female,Bengaluru,Karnataka,Professional,868000.0,837,2024-05-22
C100103,Customer_100103,61,Female,Gurugram,Haryana,Salaried,533000.0,619,2022-06-29
C100104,Customer_100104,39,Female,Delhi,Delhi,Professional,1277000.0,713,2025-07-03
C100105,Customer_100105,43,Female,Gurugram,Haryana,Self-Employed,508000.0,658,2017-12-31
C100106,Customer_100106,46,Male,Gurugram,Haryana,Self-Employed,250000.0,587,2023-05-19
C100107,Customer_100107,55,Male,Gurugram,Haryana,Salaried,401000.0,653,2020-03-16
C100108,Customer_100108,26,Female,Ahmedabad,Gujarat,Self-Employed,1428000.0,796,2017-11-22
C100109,Customer_100109,45,Female,Pune,Maharashtra,Self-Employed,1350000.0,718,2019-11-02
C100110,Customer_100110,57,Male,Jaipur,Rajasthan,Salaried,250000.0,706,2024-02-15
C100111,Customer_100111,45,Male,Hyderabad,Telangana,Professional,1175000.0,770,2018-09-23
C100112,Customer_100112,33,Male,Gurugram,Haryana,Salaried,250000.0,728,2023-02-10
C100113,Customer_100113,23,Male,Kolkata,West Bengal,Salaried,839000.0,760,2018-11-17
C100114,Customer_100114,45,Female,Pune,Maharashtra,Salaried,367000.0,741,2021-03-31
C100115,Customer_100115,52,Male,Kolkata,West Bengal,Self-Employed,1206000.0,755,2018-05-10
C100116,Customer_100116,45,Male,Kolkata,West Bengal,Salaried,1072000.0,691,2024-01-30
C100117,Customer_100117,65,Female,Delhi,Delhi,Salaried,1242000.0,788,2025-02-13
C100118,Customer_100118,48,Female,Mumbai,Maharashtra,Salaried,732000.0,641,2021-11-21
C100119,Customer_100119,43,Male,Bengaluru,Karnataka,Salaried,773000.0,714,2020-08-25
C100120,Customer_100120,23,Male,Mumbai,Maharashtra,Salaried,250000.0,791,2025-09-05
C100121,Customer_100121,46,Male,Pune,Maharashtra,Professional,438000.0,710,2025-10-23
C100122,Customer_100122,28,Male,Jaipur,Rajasthan,Salaried,1229000.0,692,2025-09-03
C100123,Customer_100123,53,Male,Ahmedabad,Gujarat,Professional,997000.0,850,2024-04-16
C100124,Customer_100124,28,Male,Pune,Maharashtra,Self-Employed,892000.0,812,2019-02-06
C100125,Customer_100125,61,Male,Noida,Uttar Pradesh,Business Owner,1355000.0,729,2018-06-30
C100126,Customer_100126,34,Male,Kolkata,West Bengal,Professional,330000.0,657,2021-02-06
C100127,Customer_100127,40,Male,Delhi,Delhi,Salaried,1138000.0,588,2022-04-15
C100128,Customer_100128,27,Female,Gurugram,Haryana,Self-Employed,378000.0,766,2018-11-06
C100129,Customer_100129,30,Male,Kolkata,West Bengal,Salaried,1441000.0,802,2018-05-10
C100130,Customer_100130,62,Male,Ahmedabad,Gujarat,Salaried,1068000.0,746,2020-01-30
C100131,Customer_100131,33,Female,Kolkata,West Bengal,Salaried,1236000.0,609,2020-04-08
C100132,Customer_100132,44,Male,Kolkata,West Bengal,Self-Employed,569000.0,730,2019-01-29
C100133,Customer_100133,65,Male,Mumbai,Maharashtra,Business Owner,1723000.0,688,2021-04-19
C100134,Customer_100134,49,Female,Kolkata,West Bengal,Salaried,1649000.0,731,2021-10-07
C100135,Customer_100135,22,Female,Gurugram,Haryana,Business Owner,1022000.0,846,2017-11-26
C100136,Customer_100136,37,Male,Hyderabad,Telangana,Salaried,1320000.0,771,2017-01-03
C100137,Customer_100137,38,Female,Ahmedabad,Gujarat,Salaried,729000.0,757,2017-05-03
C100138,Customer_100138,33,Female,Delhi,Delhi,Salaried,343000.0,717,2024-05-14
C100139,Customer_100139,31,Male,Chennai,Tamil Nadu,Self-Employed,1168000.0,747,2024-07-04
C100140,Customer_100140,43,Male,Pune,Maharashtra,Salaried,482000.0,673,2018-06-25
C100141,Customer_100141,37,Male,Lucknow,Uttar Pradesh,Salaried,1374000.0,756,2025-10-08
C100142,Customer_100142,34,Female,Bengaluru,Karnataka,Salaried,1269000.0,707,2019-07-22
C100143,Customer_100143,39,Male,Hyderabad,Telangana,Self-Employed,944000.0,667,2025-05-03
C100144,Customer_100144,36,Male,Chennai,Tamil Nadu,Business Owner,922000.0,773,2018-08-18
C100145,Customer_100145,31,Female,Lucknow,Uttar Pradesh,Salaried,1246000.0,575,2024-08-11
C100146,Customer_100146,41,Female,Noida,Uttar Pradesh,Business Owner,960000.0,685,2020-04-18
C100147,Customer_100147,63,Male,Delhi,Delhi,Self-Employed,688000.0,760,2024-04-12
C100148,Customer_100148,43,Male,Bengaluru,Karnataka,Salaried,250000.0,800,2017-09-19
C100149,Customer_100149,47,Male,Gurugram,Haryana,Salaried,1234000.0,751,2022-05-01
C100150,Customer_100150,65,Female,Delhi,Delhi,Professional,997000.0,676,2024-12-30
C100151,Customer_100151,48,Male,Noida,Uttar Pradesh,Salaried,1952000.0,717,2018-03-09
C100152,Customer_100152,31,Female,Hyderabad,Telangana,Salaried,812000.0,739,2020-11-11
C100153,Customer_100153,38,Male,Lucknow,Uttar Pradesh,Professional,971000.0,821,2025-04-21
C100154,Customer_100154,42,Male,Hyderabad,Telangana,Business Owner,980000.0,780,2025-08-09
C100155,Customer_100155,42,Male,Pune,Maharashtra,Self-Employed,1110000.0,780,2021-08-28
C100156,Customer_100156,27,Male,Ahmedabad,Gujarat,Business Owner,463000.0,724,2017-06-09
C100157,Customer_100157,25,Male,Mumbai,Maharashtra,Salaried,819000.0,650,2025-10-13
C100158,Customer_100158,36,Female,Kolkata,West Bengal,Business Owner,1181000.0,629,2018-08-10
C100159,Customer_100159,62,Male,Kolkata,West Bengal,Salaried,717000.0,700,2020-10-27
C100160,Customer_100160,53,Female,Gurugram,Haryana,Professional,1166000.0,765,2024-10-12
C100161,Customer_100161,58,Male,Lucknow,Uttar Pradesh,Salaried,889000.0,687,2018-01-10
C100162,Customer_100162,28,Female,Ahmedabad,Gujarat,Salaried,1011000.0,757,2021-04-26
C100163,Customer_100163,39,Male,Chennai,Tamil Nadu,Salaried,1310000.0,668,2022-10-19
C100164,Customer_100164,47,Female,Chennai,Tamil Nadu,Business Owner,759000.0,678,2017-07-22
C100165,Customer_100165,40,Male,Pune,Maharashtra,Salaried,269000.0,812,2021-07-05
C100166,Customer_100166,39,Female,Gurugram,Haryana,Business Owner,743000.0,770,2017-06-08
C100167,Customer_100167,37,Female,Hyderabad,Telangana,Salaried,520000.0,700,2023-01-07
C100168,Customer_100168,23,Female,Bengaluru,Karnataka,Salaried,250000.0,666,2025-05-01
C100169,Customer_100169,59,Female,Chennai,Tamil Nadu,Self-Employed,807000.0,782,2018-11-23
C100170,Customer_100170,62,Male,Delhi,Delhi,Salaried,930000.0,777,2019-06-09
C100171,Customer_100171,24,Male,Mumbai,Maharashtra,Self-Employed,1258000.0,762,2018-03-17
C100172,Customer_100172,39,Male,Mumbai,Maharashtra,Professional,394000.0,708,2020-10-29
C100173,Customer_100173,44,Female,Gurugram,Haryana,Self-Employed,885000.0,649,2017-01-14
C100174,Customer_100174,56,Male,Jaipur,Rajasthan,Salaried,1301000.0,719,2025-05-08
C100175,Customer_100175,65,Male,Jaipur,Rajasthan,Salaried,620000.0,811,2017-11-21
C100176,Customer_100176,39,Female,Pune,Maharashtra,Professional,1064000.0,661,2023-03-20
C100177,Customer_100177,54,Male,Jaipur,Rajasthan,Self-Employed,1489000.0,723,2019-12-26
C100178,Customer_100178,63,Female,Mumbai,Maharashtra,Business Owner,250000.0,826,2024-03-04
C100179,Customer_100179,58,Male,Noida,Uttar Pradesh,Salaried,959000.0,700,2017-06-24
C100180,Customer_100180,34,Female,Kolkata,West Bengal,Business Owner,1315000.0,712,2021-05-23
C100181,Customer_100181,57,Female,Lucknow,Uttar Pradesh,Salaried,710000.0,632,2017-11-12
C100182,Customer_100182,39,Female,Mumbai,Maharashtra,Business Owner,1405000.0,761,2023-06-22
C100183,Customer_100183,21,Male,Pune,Maharashtra,Professional,1104000.0,672,2018-10-16
C100184,Customer_100184,55,Male,Jaipur,Rajasthan,Professional,1558000.0,619,2022-06-10
C100185,Customer_100185,58,Male,Pune,Maharashtra,Salaried,1083000.0,658,2020-10-15
C100186,Customer_100186,36,Male,Pune,Maharashtra,Business Owner,1591000.0,734,2018-08-02
C100187,Customer_100187,41,Female,Mumbai,Maharashtra,Salaried,970000.0,617,2018-10-17
C100188,Customer_100188,37,Male,Chennai,Tamil Nadu,Salaried,303000.0,630,2022-05-02
C100189,Customer_100189,26,Male,Bengaluru,Karnataka,Self-Employed,598000.0,756,2019-01-03
C100190,Customer_100190,65,Male,Hyderabad,Telangana,Salaried,1257000.0,715,2025-08-13
C100191,Customer_100191,22,Female,Jaipur,Rajasthan,Salaried,1249000.0,661,2024-02-09
C100192,Customer_100192,46,Male,Ahmedabad,Gujarat,Self-Employed,726000.0,699,2020-03-19
C100193,Customer_100193,21,Male,Ahmedabad,Gujarat,Self-Employed,1572000.0,833,2020-08-25
C100194,Customer_100194,52,Male,Chennai,Tamil Nadu,Self-Employed,708000.0,803,2021-08-07
C100195,Customer_100195,61,Male,Lucknow,Uttar Pradesh,Salaried,1035000.0,713,2024-06-21
C100196,Customer_100196,49,Female,Mumbai,Maharashtra,Self-Employed,1024000.0,773,2020-11-15
C100197,Customer_100197,48,Male,Chennai,Tamil Nadu,Salaried,318000.0,728,2020-10-28
C100198,Customer_100198,58,Female,Mumbai,Maharashtra,Salaried,806000.0,605,2023-05-31
C100199,Customer_100199,64,Female,Chennai,Tamil Nadu,Salaried,1802000.0,593,2019-05-23
C100200,Customer_100200,59,Female,Lucknow,Uttar Pradesh,Self-Employed,481000.0,661,2022-11-02
C100201,Customer_100201,31,Female,Chennai,Tamil Nadu,Salaried,1100000.0,618,2020-07-31
C100202,Customer_100202,46,Female,Noida,Uttar Pradesh,Salaried,388000.0,738,2021-06-10
C100203,Customer_100203,57,Male,Pune,Maharashtra,Professional,477000.0,684,2024-03-17
C100204,Customer_100204,34,Male,Jaipur,Rajasthan,Professional,284000.0,748,2017-06-10
C100205,Customer_100205,51,Female,Pune,Maharashtra,Self-Employed,1226000.0,749,2023-01-25
C100206,Customer_100206,22,Female,Hyderabad,Telangana,Business Owner,501000.0,765,2019-06-19
C100207,Customer_100207,60,Female,Gurugram,Haryana,Professional,1357000.0,660,2017-02-01
C100208,Customer_100208,48,Male,Lucknow,Uttar Pradesh,Self-Employed,637000.0,754,2019-12-06
C100209,Customer_100209,54,Male,Hyderabad,Telangana,Salaried,901000.0,658,2024-04-02
C100210,Customer_100210,58,Male,Gurugram,Haryana,Self-Employed,1015000.0,766,2023-10-27
C100211,Customer_100211,30,Male,Hyderabad,Telangana,Professional,250000.0,799,2019-05-24
C100212,Customer_100212,41,Male,Jaipur,Rajasthan,Self-Employed,931000.0,767,2020-09-09
C100213,Customer_100213,59,Male,Gurugram,Haryana,Salaried,990000.0,708,2025-02-05
C100214,Customer_100214,28,Female,Pune,Maharashtra,Professional,1306000.0,757,2020-07-10
C100215,Customer_100215,58,Female,Jaipur,Rajasthan,Business Owner,466000.0,620,2019-05-16
C100216,Customer_100216,33,Female,Hyderabad,Telangana,Salaried,523000.0,606,2021-02-24
C100217,Customer_100217,46,Female,Delhi,Delhi,Professional,1114000.0,750,2024-04-17
C100218,Customer_100218,43,Male,Mumbai,Maharashtra,Self-Employed,1415000.0,805,2021-01-08
C100219,Customer_100219,51,Male,Pune,Maharashtra,Business Owner,613000.0,640,2021-10-17
C100220,Customer_100220,58,Female,Noida,Uttar Pradesh,Professional,356000.0,721,2023-09-07
C100221,Customer_100221,36,Female,Mumbai,Maharashtra,Salaried,723000.0,749,2025-01-05
C100222,Customer_100222,28,Female,Pune,Maharashtra,Business Owner,445000.0,680,2023-03-30
C100223,Customer_100223,40,Female,Jaipur,Rajasthan,Salaried,1009000.0,698,2020-10-12
C100224,Customer_100224,48,Female,Bengaluru,Karnataka,Professional,418000.0,760,2024-02-07
C100225,Customer_100225,54,Female,Jaipur,Rajasthan,Professional,1239000.0,727,2024-04-05
C100226,Customer_100226,54,Female,Hyderabad,Telangana,Business Owner,935000.0,727,2018-12-07
C100227,Customer_100227,36,Female,Gurugram,Haryana,Business Owner,1252000.0,656,2023-06-24
C100228,Customer_100228,63,Male,Kolkata,West Bengal,Business Owner,250000.0,718,2023-11-26
C100229,Customer_100229,24,Male,Kolkata,West Bengal,Salaried,250000.0,694,2019-10-24
C100230,Customer_100230,26,Male,Bengaluru,Karnataka,Salaried,1367000.0,698,2019-10-05
C100231,Customer_100231,22,Female,Pune,Maharashtra,Salaried,562000.0,685,2023-04-11
C100232,Customer_100232,62,Female,Noida,Uttar Pradesh,Business Owner,263000.0,718,2017-01-01
C100233,Customer_100233,29,Male,Delhi,Delhi,Self-Employed,769000.0,664,2019-09-15
C100234,Customer_100234,48,Male,Gurugram,Haryana,Self-Employed,947000.0,721,2022-12-15
C100235,Customer_100235,57,Female,Pune,Maharashtra,Salaried,787000.0,696,2021-03-25
C100236,Customer_100236,55,Male,Jaipur,Rajasthan,Self-Employed,1037000.0,659,2017-02-10
C100237,Customer_100237,63,Female,Ahmedabad,Gujarat,Salaried,983000.0,593,2018-03-09
C100238,Customer_100238,23,Male,Pune,Maharashtra,Professional,962000.0,782,2017-11-30
C100239,Customer_100239,39,Male,Hyderabad,Telangana,Professional,1389000.0,769,2021-12-10
C100240,Customer_100240,43,Male,Ahmedabad,Gujarat,Salaried,844000.0,668,2017-05-20
C100241,Customer_100241,52,Male,Mumbai,Maharashtra,Business Owner,833000.0,764,2024-02-06
C100242,Customer_100242,49,Male,Ahmedabad,Gujarat,Salaried,1171000.0,653,2022-08-24
C100243,Customer_100243,46,Male,Mumbai,Maharashtra,Salaried,1071000.0,700,2021-09-11
C100244,Customer_100244,34,Male,Ahmedabad,Gujarat,Self-Employed,489000.0,686,2018-12-08
C100245,Customer_100245,25,Male,Ahmedabad,Gujarat,Self-Employed,813000.0,702,2018-09-25
C100246,Customer_100246,40,Female,Mumbai,Maharashtra,Salaried,1025000.0,762,2024-07-14
C100247,Customer_100247,32,Male,Gurugram,Haryana,Salaried,615000.0,694,2022-09-25
C100248,Customer_100248,45,Male,Chennai,Tamil Nadu,Salaried,634000.0,698,2020-04-26
C100249,Customer_100249,56,Male,Gurugram,Haryana,Salaried,293000.0,768,2018-12-13
C100250,Customer_100250,45,Female,Delhi,Delhi,Salaried,250000.0,724,2020-02-14
C100251,Customer_100251,47,Female,Bengaluru,Karnataka,Salaried,700000.0,682,2019-10-22
C100252,Customer_100252,22,Other,Pune,Maharashtra,Professional,901000.0,736,2021-10-17
C100253,Customer_100253,50,Female,Bengaluru,Karnataka,Salaried,412000.0,785,2019-06-18
C100254,Customer_100254,40,Male,Hyderabad,Telangana,Salaried,1401000.0,789,2024-03-20
C100255,Customer_100255,26,Female,Ahmedabad,Gujarat,Salaried,431000.0,634,2017-07-16
C100256,Customer_100256,30,Male,Mumbai,Maharashtra,Salaried,1215000.0,637,2023-06-26
C100257,Customer_100257,56,Female,Jaipur,Rajasthan,Business Owner,1017000.0,785,2017-01-22
C100258,Customer_100258,62,Male,Mumbai,Maharashtra,Salaried,1721000.0,701,2018-12-04
C100259,Customer_100259,43,Male,Bengaluru,Karnataka,Salaried,1066000.0,577,2025-09-24
C100260,Customer_100260,64,Female,Ahmedabad,Gujarat,Professional,271000.0,673,2024-02-09
C100261,Customer_100261,29,Female,Gurugram,Haryana,Business Owner,1272000.0,691,2026-02-23
C100262,Customer_100262,34,Female,Bengaluru,Karnataka,Salaried,1529000.0,700,2021-09-20
C100263,Customer_100263,62,Male,Hyderabad,Telangana,Salaried,250000.0,770,2018-04-14
C100264,Customer_100264,28,Male,Lucknow,Uttar Pradesh,Business Owner,1106000.0,660,2026-03-12
C100265,Customer_100265,50,Male,Lucknow,Uttar Pradesh,Self-Employed,1194000.0,781,2024-01-29
C100266,Customer_100266,30,Male,Kolkata,West Bengal,Professional,765000.0,739,2021-10-24
C100267,Customer_100267,35,Male,Pune,Maharashtra,Salaried,250000.0,636,2024-02-26
C100268,Customer_100268,42,Male,Chennai,Tamil Nadu,Business Owner,732000.0,699,2019-09-01
C100269,Customer_100269,37,Female,Ahmedabad,Gujarat,Salaried,618000.0,752,2024-05-07
C100270,Customer_100270,60,Male,Ahmedabad,Gujarat,Salaried,1462000.0,723,2024-02-01
C100271,Customer_100271,64,Female,Hyderabad,Telangana,Business Owner,815000.0,745,2018-04-18
C100272,Customer_100272,43,Female,Delhi,Delhi,Self-Employed,685000.0,682,2017-04-10
C100273,Customer_100273,44,Female,Mumbai,Maharashtra,Salaried,615000.0,756,2024-11-18
C100274,Customer_100274,23,Male,Lucknow,Uttar Pradesh,Salaried,980000.0,694,2023-09-30
C100275,Customer_100275,31,Male,Pune,Maharashtra,Business Owner,873000.0,850,2019-09-25
C100276,Customer_100276,22,Male,Pune,Maharashtra,Salaried,534000.0,634,2022-01-21
C100277,Customer_100277,59,Female,Pune,Maharashtra,Salaried,956000.0,850,2017-04-11
C100278,Customer_100278,31,Male,Gurugram,Haryana,Salaried,627000.0,658,2018-08-21
C100279,Customer_100279,36,Male,Delhi,Delhi,Salaried,250000.0,803,2017-10-28
C100280,Customer_100280,58,Other,Delhi,Delhi,Business Owner,1117000.0,774,2017-03-23
C100281,Customer_100281,53,Female,Hyderabad,Telangana,Salaried,1079000.0,661,2018-04-14
C100282,Customer_100282,48,Female,Pune,Maharashtra,Salaried,930000.0,759,2017-06-08
C100283,Customer_100283,22,Male,Jaipur,Rajasthan,Self-Employed,673000.0,688,2025-10-14
C100284,Customer_100284,46,Female,Pune,Maharashtra,Salaried,821000.0,738,2017-10-06
C100285,Customer_100285,46,Male,Pune,Maharashtra,Self-Employed,1178000.0,730,2018-03-23
C100286,Customer_100286,35,Male,Lucknow,Uttar Pradesh,Salaried,597000.0,697,2021-07-17
C100287,Customer_100287,54,Female,Mumbai,Maharashtra,Business Owner,1194000.0,692,2022-08-08
